Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
186,1,-1,0,0,0,0,0,1
187,1,-1,0,0,0,0,0,1
186,1,-1,0,0,0,0,0,1
212,1,-1,0,0,0,0,0,1
1180,1,-1,0,0,0,0,0,1
187,1,-1,0,0,0,0,0,1
214,1,-1,0,0,0,0,0,1
187,1,-1,0,0,0,0,0,1
334,1,-1,0,0,0,0,0,1
1061,1,-1,0,0,0,0,0,1
1058,1,-1,0,0,0,0,0,1
1073,1,-1,0,0,0,0,0,1
1078,1,-1,0,0,0,0,0,1
1073,1,-1,0,0,0,0,0,1
2010,1,-1,0,0,0,0,0,1
2065,1,-1,0,0,0,0,0,1
1072,1,-1,0,0,0,0,0,1
1075,1,-1,0,0,0,0,0,1
2166,1,-1,0,0,0,0,0,1
1071,1,-1,0,0,0,0,0,1
1027,1,-1,0,0,0,0,0,1
1071,1,-1,0,0,0,0,0,1
1072,1,-1,0,0,0,0,0,1
277,1,-1,0,0,0,0,0,1
1072,1,-1,0,0,0,0,0,1
1031,1,-1,0,0,0,0,0,1
1078,1,-1,0,0,0,0,0,1
1058,1,-1,0,0,0,0,0,1
1076,1,-1,0,0,0,0,0,1
1081,1,-1,0,0,0,0,0,1
1073,1,-1,0,0,0,0,0,1
1084,1,-1,0,0,0,0,0,1
1053,1,-1,0,0,0,0,0,1
300,1,-1,0,0,0,0,0,1
245,1,-1,0,0,0,0,0,1
1057,1,-1,0,0,0,0,0,1
1056,1,-1,0,0,0,0,0,1
467,1,-1,0,0,0,0,0,1
243,1,-1,0,0,0,0,0,1
2009,1,-1,0,0,0,0,0,1
243,1,-1,0,0,0,0,0,1
1056,1,-1,0,0,0,0,0,1
2007,1,-1,0,0,0,0,0,1
213,1,-1,0,0,0,0,0,1
1076,1,-1,0,0,0,0,0,1
1058,1,-1,0,0,0,0,0,1
1084,1,-1,0,0,0,0,0,1
1104,1,-1,0,0,0,0,0,1
1084,1,-1,0,0,0,0,0,1
1081,1,-1,0,0,0,0,0,1
1072,1,-1,0,0,0,0,0,1
1075,1,-1,0,0,0,0,0,1
276,1,-1,0,0,0,0,0,1
2067,1,-1,0,0,0,0,0,1
1060,1,-1,0,0,0,0,0,1
1073,1,-1,0,0,0,0,0,1
368,1,-1,0,0,0,0,0,1
1062,1,-1,0,0,0,0,0,1
1058,1,-1,0,0,0,0,0,1
1022,1,-1,0,0,0,0,0,1
1053,1,-1,0,0,0,0,0,1
1073,1,-1,0,0,0,0,0,1
1086,1,-1,0,0,0,0,0,1
1067,1,-1,0,0,0,0,0,1
1065,1,-1,0,0,0,0,0,1
1062,1,-1,0,0,0,0,0,1
1060,1,-1,0,0,0,0,0,1
587,1,-1,0,0,0,0,0,1
1081,1,-1,0,0,0,0,0,1
189,1,-1,0,0,0,0,0,1
332,1,-1,0,0,0,0,0,1
2068,1,-1,0,0,0,0,0,1
2123,1,-1,0,0,0,0,0,1
1198,1,-1,0,0,0,0,0,1
1058,1,-1,0,0,0,0,0,1
1087,1,-1,0,0,0,0,0,1
332,1,-1,0,0,0,0,0,1
653,1,-1,0,0,0,0,0,1
143,1,-1,0,0,0,0,0,1
186,1,-1,0,0,0,0,0,1
1076,1,-1,0,0,0,0,0,1
243,1,-1,0,0,0,0,0,1
1071,1,-1,0,0,0,0,0,1
143,1,-1,0,0,0,0,0,1
594,1,-1,0,0,0,0,0,1
587,1,-1,0,0,0,0,0,1
587,1,-1,0,0,0,0,0,1
594,1,-1,0,0,0,0,0,1
594,1,-1,0,0,0,0,0,1
593,1,-1,0,0,0,0,0,1
1068,1,-1,0,0,0,0,0,1
587,1,-1,0,0,0,0,0,1
586,1,-1,0,0,0,0,0,1
582,1,-1,0,0,0,0,0,1
578,1,-1,0,0,0,0,0,1
1377,1,-1,0,0,0,0,0,1
700,1,-1,0,0,0,0,0,1
831,1,-1,0,0,0,0,0,1
833,1,-1,0,0,0,0,0,1
1401,1,-1,0,0,0,0,0,1
1342,1,-1,0,0,0,0,0,1
1848,1,-1,0,0,0,0,0,1
534,1,-1,0,0,0,0,0,1
2001,1,-1,0,0,0,0,0,1
534,1,-1,0,0,0,0,0,1
1860,1,-1,0,0,0,0,0,1
4,1,-1,0,0,0,0,0,1
1313,1,-1,0,0,0,0,0,1
803,1,-1,0,0,0,0,0,1
2187,1,-1,0,0,0,0,0,1
1360,1,-1,0,0,0,0,0,1
1359,1,-1,0,0,0,0,0,1
781,1,-1,0,0,0,0,0,1
537,1,-1,0,0,0,0,0,1
2204,1,-1,0,0,0,0,0,1
965,1,-1,0,0,0,0,0,1
1424,1,-1,0,0,0,0,0,1
1923,1,-1,0,0,0,0,0,1
1448,1,-1,0,0,0,0,0,1
722,1,-1,0,0,0,0,0,1
728,1,-1,0,0,0,0,0,1
1965,1,-1,0,0,0,0,0,1
1568,1,-1,0,0,0,0,0,1
966,1,-1,0,0,0,0,0,1
1919,1,-1,0,0,0,0,0,1
1919,1,-1,0,0,0,0,0,1
1248,1,-1,0,0,0,0,0,1
424,1,-1,0,0,0,0,0,1
805,1,-1,0,0,0,0,0,1
1389,1,-1,0,0,0,0,0,1
1358,1,-1,0,0,0,0,0,1
761,1,-1,0,0,0,0,0,1
2243,1,-1,0,0,0,0,0,1
1922,1,-1,0,0,0,0,0,1
1111,1,-1,0,0,0,0,0,1
766,1,-1,0,0,0,0,0,1
828,1,-1,0,0,0,0,0,1
829,1,-1,0,0,0,0,0,1
1841,1,-1,0,0,0,0,0,1
1566,1,-1,0,0,0,0,0,1
1112,1,-1,0,0,0,0,0,1
1569,1,-1,0,0,0,0,0,1
535,1,-1,0,0,0,0,0,1
596,1,-1,0,0,0,0,0,1
2238,1,-1,0,0,0,0,0,1
1681,1,-1,0,0,0,0,0,1
1499,1,-1,0,0,0,0,0,1
1361,1,-1,0,0,0,0,0,1
1703,1,-1,0,0,0,0,0,1
2032,1,-1,0,0,0,0,0,1
1846,1,-1,0,0,0,0,0,1
1852,1,-1,0,0,0,0,0,1
1864,1,-1,0,0,0,0,0,1
533,1,-1,0,0,0,0,0,1
1362,1,-1,0,0,0,0,0,1
1452,1,-1,0,0,0,0,0,1
1718,1,-1,0,0,0,0,0,1
834,1,-1,0,0,0,0,0,1
1137,1,-1,0,0,0,0,0,1
806,1,-1,0,0,0,0,0,1
546,1,-1,0,0,0,0,0,1
832,1,-1,0,0,0,0,0,1
1430,1,-1,0,0,0,0,0,1
1308,1,-1,0,0,0,0,0,1
1428,1,-1,0,0,0,0,0,1
672,1,-1,0,0,0,0,0,1
1762,1,-1,0,0,0,0,0,1
1451,1,-1,0,0,0,0,0,1
536,1,-1,0,0,0,0,0,1
835,1,-1,0,0,0,0,0,1
2202,1,-1,0,0,0,0,0,1
566,1,-1,0,0,0,0,0,1
964,1,-1,0,0,0,0,0,1
1429,1,-1,0,0,0,0,0,1
2063,1,-1,0,0,0,0,0,1
411,1,-1,0,0,0,0,0,1
1559,1,-1,0,0,0,0,0,1
2075,1,-1,0,0,0,0,0,1
1785,1,-1,0,0,0,0,0,1
541,1,-1,0,0,0,0,0,1
544,1,-1,0,0,0,0,0,1
1910,1,-1,0,0,0,0,0,1
540,1,-1,0,0,0,0,0,1
1555,1,-1,0,0,0,0,0,1
1766,1,-1,0,0,0,0,0,1
445,1,-1,0,0,0,0,0,1
972,1,-1,0,0,0,0,0,1
994,1,-1,0,0,0,0,0,1
444,1,-1,0,0,0,0,0,1
1640,1,-1,0,0,0,0,0,1
599,1,-1,0,0,0,0,0,1
1427,1,-1,0,0,0,0,0,1
673,2,-1,0,0,0,0,0,1
544,2,-1,0,0,0,0,0,1
1851,2,-1,0,0,0,0,0,1
1859,2,-1,0,0,0,0,0,1
1856,2,-1,0,0,0,0,0,1
836,2,-1,0,0,0,0,0,1
1866,2,-1,0,0,0,0,0,1
2152,2,-1,0,0,0,0,0,1
148,2,-1,0,0,0,0,0,1
531,2,-1,0,0,0,0,0,1
1926,2,-1,0,0,0,0,0,1
1855,2,-1,0,0,0,0,0,1
950,2,-1,0,0,0,0,0,1
622,2,-1,0,0,0,0,0,1
1400,2,-1,0,0,0,0,0,1
1520,2,-1,0,0,0,0,0,1
1197,2,-1,0,0,0,0,0,1
541,2,-1,0,0,0,0,0,1
543,2,-1,0,0,0,0,0,1
1926,2,-1,0,0,0,0,0,1
2219,2,-1,0,0,0,0,0,1
1931,2,-1,0,0,0,0,0,1
2153,2,-1,0,0,0,0,0,1
587,2,-1,0,0,0,0,0,1
532,2,-1,0,0,0,0,0,1
2166,2,-1,0,0,0,0,0,1
1854,2,-1,0,0,0,0,0,1
1853,2,-1,0,0,0,0,0,1
542,2,-1,0,0,0,0,0,1
1999,2,-1,0,0,0,0,0,1
127,2,-1,0,0,0,0,0,1
1737,2,-1,0,0,0,0,0,1
550,2,-1,0,0,0,0,0,1
1378,2,-1,0,0,0,0,0,1
223,2,-1,0,0,0,0,0,1
2129,2,-1,0,0,0,0,0,1
1341,2,-1,0,0,0,0,0,1
1558,2,-1,0,0,0,0,0,1
808,2,-1,0,0,0,0,0,1
539,2,-1,0,0,0,0,0,1
1898,2,-1,0,0,0,0,0,1
1844,2,-1,0,0,0,0,0,1
1845,2,-1,0,0,0,0,0,1
247,2,-1,0,0,0,0,0,1
1680,2,-1,0,0,0,0,0,1
1969,2,-1,0,0,0,0,0,1
1515,2,-1,0,0,0,0,0,1
538,2,-1,0,0,0,0,0,1
227,2,-1,0,0,0,0,0,1
237,2,-1,0,0,0,0,0,1
237,2,-1,0,0,0,0,0,1
233,2,-1,0,0,0,0,0,1
236,2,-1,0,0,0,0,0,1
236,2,-1,0,0,0,0,0,1
237,2,-1,0,0,0,0,0,1
234,2,-1,0,0,0,0,0,1
236,2,-1,0,0,0,0,0,1
2166,2,-1,0,0,0,0,0,1
1207,2,-1,0,0,0,0,0,1
1207,2,-1,0,0,0,0,0,1
1207,2,-1,0,0,0,0,0,1
2166,2,-1,0,0,0,0,0,1
235,2,-1,0,0,0,0,0,1
1221,2,-1,0,0,0,0,0,1
238,2,-1,0,0,0,0,0,1
1221,2,-1,0,0,0,0,0,1
233,2,-1,0,0,0,0,0,1
228,2,-1,0,0,0,0,0,1
227,2,-1,0,0,0,0,0,1
237,3,-1,0,0,0,0,0,1
237,3,-1,0,0,0,0,0,1
237,3,-1,0,0,0,0,0,1
236,3,-1,0,0,0,0,0,1
233,3,-1,0,0,0,0,0,1
2166,3,-1,0,0,0,0,0,1
233,3,-1,0,0,0,0,0,1
1207,3,-1,0,0,0,0,0,1
2166,3,-1,0,0,0,0,0,1
1211,3,-1,0,0,0,0,0,1
1212,3,-1,0,0,0,0,0,1
594,3,-1,0,0,0,0,0,1
1207,3,-1,0,0,0,0,0,1
468,3,-1,0,0,0,0,0,1
1893,3,-1,0,0,0,0,0,1
466,3,-1,0,0,0,0,0,1
468,3,-1,0,0,0,0,0,1
1212,3,-1,0,0,0,0,0,1
1211,3,-1,0,0,0,0,0,1
1209,3,-1,0,0,0,0,0,1
594,3,-1,0,0,0,0,0,1
2249,3,-1,0,0,0,0,0,1
1193,3,-1,0,0,0,0,0,1
2166,3,-1,0,0,0,0,0,1
587,3,-1,0,0,0,0,0,1
1173,3,-1,0,0,0,0,0,1
1200,3,-1,0,0,0,0,0,1
1843,3,-1,0,0,0,0,0,1
1151,3,-1,0,0,0,0,0,1
1861,3,-1,0,0,0,0,0,1
684,3,-1,0,0,0,0,0,1
688,3,-1,0,0,0,0,0,1
322,3,-1,0,0,0,0,0,1
1168,3,-1,0,0,0,0,0,1
594,3,-1,0,0,0,0,0,1
1215,3,-1,0,0,0,0,0,1
1213,3,-1,0,0,0,0,0,1
1223,3,-1,0,0,0,0,0,1
1066,3,-1,0,0,0,0,0,1
2137,3,-1,0,0,0,0,0,1
1083,3,-1,0,0,0,0,0,1
1217,3,-1,0,0,0,0,0,1
433,3,-1,0,0,0,0,0,1
2151,3,-1,0,0,0,0,0,1
2149,3,-1,0,0,0,0,0,1
587,3,-1,0,0,0,0,0,1
304,3,-1,0,0,0,0,0,1
1460,3,-1,0,0,0,0,0,1
1135,3,-1,0,0,0,0,0,1
67,3,-1,0,0,0,0,0,1
202,3,-1,0,0,0,0,0,1
199,3,-1,0,0,0,0,0,1
342,3,-1,0,0,0,0,0,1
1136,3,-1,0,0,0,0,0,1
1726,3,-1,0,0,0,0,0,1
978,3,-1,0,0,0,0,0,1
1489,3,-1,0,0,0,0,0,1
1405,3,-1,0,0,0,0,0,1
2061,3,-1,0,0,0,0,0,1
2059,3,-1,0,0,0,0,0,1
293,3,-1,0,0,0,0,0,1
1480,3,-1,0,0,0,0,0,1
2059,3,-1,0,0,0,0,0,1
1549,3,-1,0,0,0,0,0,1
1582,3,-1,0,0,0,0,0,1
1615,3,-1,0,0,0,0,0,1
1531,3,-1,0,0,0,0,0,1
773,3,-1,0,0,0,0,0,1
1055,3,-1,0,0,0,0,0,1
348,3,-1,0,0,0,0,0,1
1000,3,-1,0,0,0,0,0,1
1615,3,-1,0,0,0,0,0,1
1527,3,-1,0,0,0,0,0,1
1704,3,-1,0,0,0,0,0,1
971,3,-1,0,0,0,0,0,1
1654,3,-1,0,0,0,0,0,1
1653,3,-1,0,0,0,0,0,1
25,3,-1,0,0,0,0,0,1
17,3,-1,0,0,0,0,0,1
1631,3,-1,0,0,0,0,0,1
1663,3,-1,0,0,0,0,0,1
204,3,-1,0,0,0,0,0,1
1639,3,-1,0,0,0,0,0,1
1493,3,-1,0,0,0,0,0,1
989,3,-1,0,0,0,0,0,1
1458,3,-1,0,0,0,0,0,1
302,3,-1,0,0,0,0,0,1
154,3,-1,0,0,0,0,0,1
1698,3,-1,0,0,0,0,0,1
1420,3,-1,0,0,0,0,0,1
1523,3,-1,0,0,0,0,0,1
1467,3,-1,0,0,0,0,0,1
450,3,-1,0,0,0,0,0,1
100,3,-1,0,0,0,0,0,1
158,3,-1,0,0,0,0,0,1
342,3,-1,0,0,0,0,0,1
703,3,-1,0,0,0,0,0,1
1570,3,-1,0,0,0,0,0,1
2058,3,-1,0,0,0,0,0,1
1674,3,-1,0,0,0,0,0,1
1404,3,-1,0,0,0,0,0,1
1055,3,-1,0,0,0,0,0,1
767,3,-1,0,0,0,0,0,1
2057,3,-1,0,0,0,0,0,1
1489,3,-1,0,0,0,0,0,1
161,3,-1,0,0,0,0,0,1
1613,3,-1,0,0,0,0,0,1
2060,3,-1,0,0,0,0,0,1
707,3,-1,0,0,0,0,0,1
707,3,-1,0,0,0,0,0,1
86,3,-1,0,0,0,0,0,1
100,3,-1,0,0,0,0,0,1
2060,3,-1,0,0,0,0,0,1
1624,3,-1,0,0,0,0,0,1
1666,3,-1,0,0,0,0,0,1
21,3,-1,0,0,0,0,0,1
1350,3,-1,0,0,0,0,0,1
100,3,-1,0,0,0,0,0,1
1929,3,-1,0,0,0,0,0,1
705,3,-1,0,0,0,0,0,1
201,3,-1,0,0,0,0,0,1
708,3,-1,0,0,0,0,0,1
1643,3,-1,0,0,0,0,0,1
1595,3,-1,0,0,0,0,0,1
166,3,-1,0,0,0,0,0,1
1482,3,-1,0,0,0,0,0,1
1506,3,-1,0,0,0,0,0,1
261,3,-1,0,0,0,0,0,1
280,3,-1,0,0,0,0,0,1
1532,3,-1,0,0,0,0,0,1
1655,3,-1,0,0,0,0,0,1
1588,3,-1,0,0,0,0,0,1
176,3,-1,0,0,0,0,0,1
1528,3,-1,0,0,0,0,0,1
1557,3,-1,0,0,0,0,0,1
1539,3,-1,0,0,0,0,0,1
1529,3,-1,0,0,0,0,0,1
365,3,-1,0,0,0,0,0,1
419,3,-1,0,0,0,0,0,1
165,3,-1,0,0,0,0,0,1
1557,3,-1,0,0,0,0,0,1
337,3,-1,0,0,0,0,0,1
1465,3,-1,0,0,0,0,0,1
703,3,-1,0,0,0,0,0,1
122,3,-1,0,0,0,0,0,1
702,3,-1,0,0,0,0,0,1
999,3,-1,0,0,0,0,0,1
1629,3,-1,0,0,0,0,0,1
1344,3,-1,0,0,0,0,0,1
1205,3,-1,0,0,0,0,0,1
1749,3,-1,0,0,0,0,0,1
802,3,-1,0,0,0,0,0,1
987,3,-1,0,0,0,0,0,1
986,3,-1,0,0,0,0,0,1
1627,3,-1,0,0,0,0,0,1
1498,3,-1,0,0,0,0,0,1
985,3,-1,0,0,0,0,0,1
707,3,-1,0,0,0,0,0,1
1600,3,-1,0,0,0,0,0,1
1054,3,-1,0,0,0,0,0,1
1474,3,-1,0,0,0,0,0,1
1470,3,-1,0,0,0,0,0,1
358,3,-1,0,0,0,0,0,1
71,3,-1,0,0,0,0,0,1
1461,3,-1,0,0,0,0,0,1
249,3,-1,0,0,0,0,0,1
37,3,-1,0,0,0,0,0,1
707,3,-1,0,0,0,0,0,1
1641,3,-1,0,0,0,0,0,1
1348,3,-1,0,0,0,0,0,1
1717,3,-1,0,0,0,0,0,1
2058,3,-1,0,0,0,0,0,1
770,3,-1,0,0,0,0,0,1
1305,3,-1,0,0,0,0,0,1
1671,3,-1,0,0,0,0,0,1
1560,3,-1,0,0,0,0,0,1
1506,3,-1,0,0,0,0,0,1
1614,3,-1,0,0,0,0,0,1
389,3,-1,0,0,0,0,0,1
22,3,-1,0,0,0,0,0,1
1614,3,-1,0,0,0,0,0,1
1667,3,-1,0,0,0,0,0,1
1668,3,-1,0,0,0,0,0,1
1592,3,-1,0,0,0,0,0,1
1970,3,-1,0,0,0,0,0,1
1877,3,-1,0,0,0,0,0,1
231,3,-1,0,0,0,0,0,1
1960,3,-1,0,0,0,0,0,1
2171,3,-1,0,0,0,0,0,1
1330,3,-1,0,0,0,0,0,1
1415,3,-1,0,0,0,0,0,1
935,3,-1,0,0,0,0,0,1
376,3,-1,0,0,0,0,0,1
745,3,-1,0,0,0,0,0,1
1274,3,-1,0,0,0,0,0,1
1884,3,-1,0,0,0,0,0,1
733,3,-1,0,0,0,0,0,1
2183,3,-1,0,0,0,0,0,1
1275,3,-1,0,0,0,0,0,1
738,3,-1,0,0,0,0,0,1
2113,3,-1,0,0,0,0,0,1
1441,3,-1,0,0,0,0,0,1
374,3,-1,0,0,0,0,0,1
2025,3,-1,0,0,0,0,0,1
878,3,-1,0,0,0,0,0,1
1271,3,-1,0,0,0,0,0,1
1364,3,-1,0,0,0,0,0,1
797,3,-1,0,0,0,0,0,1
1911,3,-1,0,0,0,0,0,1
1280,3,-1,0,0,0,0,0,1
1891,3,-1,0,0,0,0,0,1
2183,3,-1,0,0,0,0,0,1
741,3,-1,0,0,0,0,0,1
799,3,-1,0,0,0,0,0,1
1043,3,-1,0,0,0,0,0,1
1878,3,-1,0,0,0,0,0,1
1011,3,-1,0,0,0,0,0,1
744,3,-1,0,0,0,0,0,1
2051,3,-1,0,0,0,0,0,1
1890,3,-1,0,0,0,0,0,1
1892,3,-1,0,0,0,0,0,1
1271,3,-1,0,0,0,0,0,1
2171,3,-1,0,0,0,0,0,1
1330,3,-1,0,0,0,0,0,1
379,3,-1,0,0,0,0,0,1
1275,3,-1,0,0,0,0,0,1
637,3,-1,0,0,0,0,0,1
847,3,-1,0,0,0,0,0,1
1959,3,-1,0,0,0,0,0,1
2189,3,-1,0,0,0,0,0,1
1201,3,-1,0,0,0,0,0,1
788,3,-1,0,0,0,0,0,1
1309,3,-1,0,0,0,0,0,1
2209,3,-1,0,0,0,0,0,1
1885,3,-1,0,0,0,0,0,1
1276,3,-1,0,0,0,0,0,1
2176,3,-1,0,0,0,0,0,1
747,3,-1,0,0,0,0,0,1
2054,3,-1,0,0,0,0,0,1
2221,3,-1,0,0,0,0,0,1
2089,3,-1,0,0,0,0,0,1
2090,3,-1,0,0,0,0,0,1
384,3,-1,0,0,0,0,0,1
2174,3,-1,0,0,0,0,0,1
887,3,-1,0,0,0,0,0,1
1920,3,-1,0,0,0,0,0,1
1177,3,-1,0,0,0,0,0,1
1878,3,-1,0,0,0,0,0,1
785,3,-1,0,0,0,0,0,1
369,3,-1,0,0,0,0,0,1
1992,3,-1,0,0,0,0,0,1
2115,3,-1,0,0,0,0,0,1
888,3,-1,0,0,0,0,0,1
2111,3,-1,0,0,0,0,0,1
797,3,-1,0,0,0,0,0,1
387,3,-1,0,0,0,0,0,1
2070,3,-1,0,0,0,0,0,1
1274,3,-1,0,0,0,0,0,1
1274,3,-1,0,0,0,0,0,1
102,3,-1,0,0,0,0,0,1
2171,3,-1,0,0,0,0,0,1
887,3,-1,0,0,0,0,0,1
729,3,-1,0,0,0,0,0,1
1303,3,-1,0,0,0,0,0,1
1275,3,-1,0,0,0,0,0,1
1170,3,-1,0,0,0,0,0,1
2172,3,-1,0,0,0,0,0,1
729,3,-1,0,0,0,0,0,1
2210,3,-1,0,0,0,0,0,1
790,3,-1,0,0,0,0,0,1
548,3,-1,0,0,0,0,0,1
402,3,-1,0,0,0,0,0,1
1274,3,-1,0,0,0,0,0,1
1436,3,-1,0,0,0,0,0,1
1982,3,-1,0,0,0,0,0,1
907,3,-1,0,0,0,0,0,1
396,3,-1,0,0,0,0,0,1
1874,3,-1,0,0,0,0,0,1
1052,3,-1,0,0,0,0,0,1
376,3,-1,0,0,0,0,0,1
1323,3,-1,0,0,0,0,0,1
1170,3,-1,0,0,0,0,0,1
746,3,-1,0,0,0,0,0,1
1885,3,-1,0,0,0,0,0,1
733,3,-1,0,0,0,0,0,1
790,3,-1,0,0,0,0,0,1
2193,3,-1,0,0,0,0,0,1
2070,3,-1,0,0,0,0,0,1
826,3,-1,0,0,0,0,0,1
1885,3,-1,0,0,0,0,0,1
907,3,-1,0,0,0,0,0,1
1882,3,-1,0,0,0,0,0,1
399,3,-1,0,0,0,0,0,1
1880,3,-1,0,0,0,0,0,1
733,3,-1,0,0,0,0,0,1
921,3,-1,0,0,0,0,0,1
1889,3,-1,0,0,0,0,0,1
1911,3,-1,0,0,0,0,0,1
668,3,-1,0,0,0,0,0,1
887,3,-1,0,0,0,0,0,1
2092,3,-1,0,0,0,0,0,1
1271,3,-1,0,0,0,0,0,1
1896,3,-1,0,0,0,0,0,1
714,3,-1,0,0,0,0,0,1
1174,3,-1,0,0,0,0,0,1
556,3,-1,0,0,0,0,0,1
1874,3,-1,0,0,0,0,0,1
2213,3,-1,0,0,0,0,0,1
1443,3,-1,0,0,0,0,0,1
733,3,-1,0,0,0,0,0,1
376,3,-1,0,0,0,0,0,1
1382,3,-1,0,0,0,0,0,1
457,3,-1,0,0,0,0,0,1
404,3,-1,0,0,0,0,0,1
1304,3,-1,0,0,0,0,0,1
1280,3,-1,0,0,0,0,0,1
889,3,-1,0,0,0,0,0,1
733,3,-1,0,0,0,0,0,1
394,3,-1,0,0,0,0,0,1
2171,3,-1,0,0,0,0,0,1
2097,3,-1,0,0,0,0,0,1
1878,3,-1,0,0,0,0,0,1
1878,3,-1,0,0,0,0,0,1
826,3,-1,0,0,0,0,0,1
390,3,-1,0,0,0,0,0,1
2186,3,-1,0,0,0,0,0,1
1307,3,-1,0,0,0,0,0,1
1110,3,-1,0,0,0,0,0,1
376,3,-1,0,0,0,0,0,1
932,3,-1,0,0,0,0,0,1
634,3,-1,0,0,0,0,0,1
1874,3,-1,0,0,0,0,0,1
2212,3,-1,0,0,0,0,0,1
746,3,-1,0,0,0,0,0,1
1281,3,-1,0,0,0,0,0,1
924,3,-1,0,0,0,0,0,1
1879,3,-1,0,0,0,0,0,1
2195,3,-1,0,0,0,0,0,1
1875,3,-1,0,0,0,0,0,1
1875,3,-1,0,0,0,0,0,1
2175,3,-1,0,0,0,0,0,1
1500,3,-1,0,0,0,0,0,1
2096,3,-1,0,0,0,0,0,1
923,3,-1,0,0,0,0,0,1
1911,3,-1,0,0,0,0,0,1
373,3,-1,0,0,0,0,0,1
634,3,-1,0,0,0,0,0,1
1516,3,-1,0,0,0,0,0,1
2013,3,-1,0,0,0,0,0,1
1875,3,-1,0,0,0,0,0,1
786,3,-1,0,0,0,0,0,1
1521,3,-1,0,0,0,0,0,1
1167,3,-1,0,0,0,0,0,1
884,3,-1,0,0,0,0,0,1
1881,3,-1,0,0,0,0,0,1
69,3,-1,0,0,0,0,0,1
1937,3,-1,0,0,0,0,0,1
2091,3,-1,0,0,0,0,0,1
2093,3,-1,0,0,0,0,0,1
884,3,-1,0,0,0,0,0,1
1004,3,-1,0,0,0,0,0,1
2192,3,-1,0,0,0,0,0,1
1004,3,-1,0,0,0,0,0,1
854,3,-1,0,0,0,0,0,1
1407,3,-1,0,0,0,0,0,1
906,3,-1,0,0,0,0,0,1
894,3,-1,0,0,0,0,0,1
885,3,-1,0,0,0,0,0,1
382,3,-1,0,0,0,0,0,1
1329,3,-1,0,0,0,0,0,1
1340,3,-1,0,0,0,0,0,1
719,3,-1,0,0,0,0,0,1
456,3,-1,0,0,0,0,0,1
2020,3,-1,0,0,0,0,0,1
382,3,-1,0,0,0,0,0,1
1366,3,-1,0,0,0,0,0,1
1088,3,-1,0,0,0,0,0,1
77,3,-1,0,0,0,0,0,1
1380,3,-1,0,0,0,0,0,1
1381,3,-1,0,0,0,0,0,1
1466,3,-1,0,0,0,0,0,1
1992,3,-1,0,0,0,0,0,1
651,3,-1,0,0,0,0,0,1
381,3,-1,0,0,0,0,0,1
1522,3,-1,0,0,0,0,0,1
1940,3,-1,0,0,0,0,0,1
858,3,-1,0,0,0,0,0,1
787,3,-1,0,0,0,0,0,1
563,3,-1,0,0,0,0,0,1
1414,3,-1,0,0,0,0,0,1
2208,3,-1,0,0,0,0,0,1
405,3,-1,0,0,0,0,0,1
1240,3,-1,0,0,0,0,0,1
1396,3,-1,0,0,0,0,0,1
717,3,-1,0,0,0,0,0,1
1171,3,-1,0,0,0,0,0,1
106,3,-1,0,0,0,0,0,1
1981,3,-1,0,0,0,0,0,1
372,3,-1,0,0,0,0,0,1
134,3,-1,0,0,0,0,0,1
650,3,-1,0,0,0,0,0,1
894,3,-1,0,0,0,0,0,1
1370,3,-1,0,0,0,0,0,1
1410,3,-1,0,0,0,0,0,1
413,3,-1,0,0,0,0,0,1
1172,3,-1,0,0,0,0,0,1
1536,3,-1,0,0,0,0,0,1
787,3,-1,0,0,0,0,0,1
66,3,-1,0,0,0,0,0,1
855,3,-1,0,0,0,0,0,1
36,3,-1,0,0,0,0,0,1
1678,3,-1,0,0,0,0,0,1
270,3,-1,0,0,0,0,0,1
1375,3,-1,0,0,0,0,0,1
1911,3,-1,0,0,0,0,0,1
155,3,-1,0,0,0,0,0,1
1504,3,-1,0,0,0,0,0,1
669,3,-1,0,0,0,0,0,1
97,3,-1,0,0,0,0,0,1
906,3,-1,0,0,0,0,0,1
1417,3,-1,0,0,0,0,0,1
1235,3,-1,0,0,0,0,0,1
906,3,-1,0,0,0,0,0,1
552,3,-1,0,0,0,0,0,1
1434,3,-1,0,0,0,0,0,1
1939,3,-1,0,0,0,0,0,1
62,3,-1,0,0,0,0,0,1
1109,3,-1,0,0,0,0,0,1
1324,3,-1,0,0,0,0,0,1
2211,3,-1,0,0,0,0,0,1
2161,3,-1,0,0,0,0,0,1
84,3,-1,0,0,0,0,0,1
1433,3,-1,0,0,0,0,0,1
2144,3,-1,0,0,0,0,0,1
1416,3,-1,0,0,0,0,0,1
306,3,-1,0,0,0,0,0,1
283,3,-1,0,0,0,0,0,1
631,3,-1,0,0,0,0,0,1
1431,3,-1,0,0,0,0,0,1
1942,3,-1,0,0,0,0,0,1
449,3,-1,0,0,0,0,0,1
2196,3,-1,0,0,0,0,0,1
2048,3,-1,0,0,0,0,0,1
2234,3,-1,0,0,0,0,0,1
1423,3,-1,0,0,0,0,0,1
112,3,-1,0,0,0,0,0,1
819,3,-1,0,0,0,0,0,1
2031,3,-1,0,0,0,0,0,1
126,3,-1,0,0,0,0,0,1
1967,3,-1,0,0,0,0,0,1
1383,3,-1,0,0,0,0,0,1
